manufacturing_orders.uid,manufacturing_orders.name,manufacturing_orders.release_date,manufacturing_orders.due_date,manufacturing_orders.max_cost,manufacturing_orders.problem_id
mo:49e02844ca214f879a7dfb8c551eb1c6,mo041,494,544,,pb:45ac0fb4394a4328b379d72eded11db9
mo:1561455f03df4f50b8808164515762d4,mo042,528,578,,pb:45ac0fb4394a4328b379d72eded11db9
mo:09a33d4c67a84b0cb41eedcb1f0423e1,mo043,142,232,,pb:45ac0fb4394a4328b379d72eded11db9
mo:7c5713752e1b481da976b4643a51a0c1,mo044,729,809,,pb:45ac0fb4394a4328b379d72eded11db9
mo:6cbd570e0a9847838465a8e242f8bbf7,mo045,706,786,,pb:45ac0fb4394a4328b379d72eded11db9
mo:f37accf60ed147108806d25ddaadbfc9,mo046,449,509,,pb:45ac0fb4394a4328b379d72eded11db9
mo:333b0deb971241b78bb10a6c51b338ce,mo047,574,644,,pb:45ac0fb4394a4328b379d72eded11db9
mo:b3fd4ba2a8d74ab4b4a3c64c77cf5d26,mo048,116,196,,pb:45ac0fb4394a4328b379d72eded11db9
mo:926d7153c0234d179a039f8d68ed85c8,mo049,251,301,,pb:45ac0fb4394a4328b379d72eded11db9
mo:88f312c223294a069dafd042c5654b1d,mo050,548,598,,pb:45ac0fb4394a4328b379d72eded11db9
mo:47e7dbcec7834186af8f929856f2d1b7,mo051,477,547,,pb:45ac0fb4394a4328b379d72eded11db9
mo:ef30a285e7a84afa975a3c2873aac157,mo052,3,73,,pb:45ac0fb4394a4328b379d72eded11db9
mo:44f4e0132d6942a2a40cc8931680e4ad,mo053,213,263,,pb:45ac0fb4394a4328b379d72eded11db9
mo:1ac311f7b6cc4ba2ae5ef51fadee77cd,mo054,722,782,,pb:45ac0fb4394a4328b379d72eded11db9
mo:78480cab6698405ebe0d510fc9cff777,mo055,294,364,,pb:45ac0fb4394a4328b379d72eded11db9
mo:435a3541179d4855a3b7ed4340dd3fdb,mo056,413,493,,pb:45ac0fb4394a4328b379d72eded11db9
mo:f886490713d64492b705228795cc8951,mo057,530,590,,pb:45ac0fb4394a4328b379d72eded11db9
mo:eaa9a1d5983944d0a9894bc1d52a175b,mo058,214,304,,pb:45ac0fb4394a4328b379d72eded11db9
mo:7152be0ecaf646fa969dad3c2ee1b468,mo059,50,140,,pb:45ac0fb4394a4328b379d72eded11db9
mo:19379c8e205f4109b4904f46b69f14be,mo060,642,732,,pb:45ac0fb4394a4328b379d72eded11db9
mo:399f76ff55f44b16bc77240cb6f9fe24,mo061,104,194,,pb:45ac0fb4394a4328b379d72eded11db9
mo:4b575e1cf9194e7b891d6a2f287f85f6,mo062,246,296,,pb:45ac0fb4394a4328b379d72eded11db9
mo:3c4f4038f5d642dd98f4d8b7115b4dc8,mo063,288,348,,pb:45ac0fb4394a4328b379d72eded11db9
mo:71e528b7b6954108b578b9fa8d93bc53,mo064,200,290,,pb:45ac0fb4394a4328b379d72eded11db9
mo:dad4d0dcbbb846b89cd7f34aef5bafe9,mo065,72,132,,pb:45ac0fb4394a4328b379d72eded11db9
mo:a1b73a8ecb79410ba53fb3418e055c68,mo066,42,112,,pb:45ac0fb4394a4328b379d72eded11db9
mo:74bba75db7a0469fb19512e9bfd363a3,mo067,262,342,,pb:45ac0fb4394a4328b379d72eded11db9
mo:733abb084c054955b1de1a030989e3e3,mo068,73,123,,pb:45ac0fb4394a4328b379d72eded11db9
mo:a6e7f819f47b4c14a56b451374ef7139,mo069,450,500,,pb:45ac0fb4394a4328b379d72eded11db9
mo:f7712b29c2f645308c811c2d2f4e6299,mo070,546,626,,pb:45ac0fb4394a4328b379d72eded11db9
mo:d22f245d2c5b4b628aaa3f604823d23b,mo071,208,268,,pb:45ac0fb4394a4328b379d72eded11db9
mo:ca047004cd1a44d993d1ecc436f5e672,mo072,330,420,,pb:45ac0fb4394a4328b379d72eded11db9
mo:08d69eb950464f019f2490a679a90540,mo073,120,190,,pb:45ac0fb4394a4328b379d72eded11db9
mo:86aed3427a3d4d2c8cdec71d3cef9494,mo074,477,537,,pb:45ac0fb4394a4328b379d72eded11db9
mo:d39820038cdf4b7cb7b8fb63deeb9b1b,mo075,382,442,,pb:45ac0fb4394a4328b379d72eded11db9
mo:d1047ae8827845bd8ce524ff692fb5e8,mo076,653,713,,pb:45ac0fb4394a4328b379d72eded11db9
mo:c152630837af41bf881b0d4b63cf3dcc,mo077,367,447,,pb:45ac0fb4394a4328b379d72eded11db9
mo:0050b5b7067a4be4a5f7007e6df681fd,mo078,439,499,,pb:45ac0fb4394a4328b379d72eded11db9
mo:cfe6170595024cbe9cb26b74eee3f211,mo079,487,567,,pb:45ac0fb4394a4328b379d72eded11db9
mo:ccb5efaf405a4662a539d9dd3f64afdc,mo080,496,546,,pb:45ac0fb4394a4328b379d72eded11db9
mo:6edd70a178214f7e9a11d62f60a43e03,mo081,140,200,,pb:45ac0fb4394a4328b379d72eded11db9
mo:65d5b505f584424b9a719e857b071e57,mo082,460,510,,pb:45ac0fb4394a4328b379d72eded11db9
mo:f7186d81a3c6403cb43e79fe58995b62,mo083,114,184,,pb:45ac0fb4394a4328b379d72eded11db9
mo:6e8ef2c9ce0b4ab78f7dc6e0440af8d2,mo084,543,613,,pb:45ac0fb4394a4328b379d72eded11db9
mo:3f1b01de36e44730b8ad4d3a15ffe0b2,mo085,425,495,,pb:45ac0fb4394a4328b379d72eded11db9
mo:59e80caaaf6c4b73a12f5e24e42ff081,mo086,552,632,,pb:45ac0fb4394a4328b379d72eded11db9
mo:b6138c8792e944c0981d4d0257be8b7d,mo087,164,234,,pb:45ac0fb4394a4328b379d72eded11db9
mo:92e1d9f21fb24062bfa964d4053f0d7b,mo088,528,578,,pb:45ac0fb4394a4328b379d72eded11db9
mo:4dea8bacac7f488f9001b667f423303b,mo089,63,153,,pb:45ac0fb4394a4328b379d72eded11db9
mo:cace0389aa504224a5ea1de051c0a93e,mo090,664,744,,pb:45ac0fb4394a4328b379d72eded11db9
mo:c026c61370854ad8966c7a72a3fb9196,mo091,592,672,,pb:45ac0fb4394a4328b379d72eded11db9
mo:178b61ae2ee140869fc837f1ce8fc8a2,mo092,135,215,,pb:45ac0fb4394a4328b379d72eded11db9
mo:560fa069c61847c0936cb5a0a44eda40,mo093,49,119,,pb:45ac0fb4394a4328b379d72eded11db9
mo:537d9b3b73894c9b90d3b3d56530ffe2,mo094,58,118,,pb:45ac0fb4394a4328b379d72eded11db9
mo:cc72d893e8e84450be086dc2a4aa40e9,mo095,281,361,,pb:45ac0fb4394a4328b379d72eded11db9
mo:304bc7567740440da59f4dbaf2013bad,mo096,199,269,,pb:45ac0fb4394a4328b379d72eded11db9
mo:1f88bc5e5a8e4a5c87a1a297ec83c80c,mo097,97,167,,pb:45ac0fb4394a4328b379d72eded11db9
mo:15fa2f8797584bdcaf74162c1e1b42f3,mo098,422,472,,pb:45ac0fb4394a4328b379d72eded11db9
mo:63168298d0ed453a9e1b7396849ecb1b,mo099,659,749,,pb:45ac0fb4394a4328b379d72eded11db9
mo:a87a42dffe26477981e20459b1667fdf,mo100,56,136,,pb:45ac0fb4394a4328b379d72eded11db9
mo:c2a6b22ed3f74bc8882d0ed0f07bf902,mo001,108,198,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:8ceb76aba7994956bafec6393eb4bd42,mo002,674,724,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:c688d109761d4d7bac9c2eae3fd212a4,mo003,391,441,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:8f21070a32524b1e94c88aba5915f8ff,mo004,564,644,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:4a6215474c41416c89b96f47030a1af4,mo005,426,516,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:8337dd0a698945f59c028e60fbb4d915,mo006,273,333,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:d3566af0300d4a7e8ac3b6899bb92e46,mo007,614,694,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:8971730def0c413f9d713f63dc9f3859,mo008,158,248,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:154486899ec14c368f27b5d45f1c2e37,mo009,466,546,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:2d3097570da24a439242b1982b6f7f91,mo010,52,122,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:14e9e5a17dba41e7928635d011f0375f,mo011,502,592,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:277159c52fff45b98ec170cf2aeb2a44,mo012,712,802,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:65c6003a1c664c46bec717118433999d,mo013,325,375,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:66474befad614f5bb2a20d7fb8d3ba4d,mo014,246,336,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:7eb0d3d6b3a74139a157a2f20195607b,mo015,66,136,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:b990ef3bf4974f4e90029c100381c24b,mo016,419,469,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:be7f78505bb9430f8cf25ab21c0218fc,mo017,168,228,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:2a563556a20e445e9e1b04b0283f65b4,mo018,456,516,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:915dfa51e7604583a54277a2c8c3285f,mo019,701,781,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:a15af6f94751416e97e8c89acd809826,mo020,91,141,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:5d08761eda344525afe1fb915642a6fe,mo021,171,251,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:edadfc2391c14245b1e86de4843149b5,mo022,238,308,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:46e974ef7f63434d8fbc41f58d0a368e,mo023,618,678,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:a2fc5c45075f4dd596ab8bff7b28f0e6,mo024,197,267,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:ccc1811939fc48b194aa32055dac4ead,mo025,468,548,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:d1938f3acca14ae4823edd1c38e15d34,mo026,157,247,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:e7bd818e02404e3abcf6cb640009e571,mo027,359,419,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:f9ad782b6ae84fa999290e55d286ce14,mo028,78,158,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:9aaf1521b5b740fdbfdfead487f1bf7c,mo029,370,440,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:2627a0ae1ddc498dbcccb7c943b2877f,mo030,163,213,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:988ff6ba7b1d48b8837af2ac7789b16f,mo031,376,466,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:b60619b54b764309829c30761381e074,mo032,520,570,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:338ea6769b1c46dba4861aaf7423e6e9,mo033,459,529,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:8d6cd462d49a490ab518d678846cbdad,mo034,97,177,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:36d09089f6b94876bb64a95cd431085b,mo035,195,255,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:75943467d2394f0d8ad10c8956c7e006,mo036,273,333,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:568420fa262749299fe83ce290757b52,mo037,89,159,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:47711aab54e54438ba036593d72b4c2a,mo038,289,369,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:2dbece6cde5d4f679fd5d735e7e45acc,mo039,455,535,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:98ef116866f14545ad5c444e6e231660,mo040,687,747,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:43e6e66980494fcab05464507c5a1111,mo041,109,179,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:43c683366f4a47718de2924b464f3d80,mo042,718,768,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:239691df43694764921108100af38108,mo043,732,782,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:0f6221a5fbaa455bb06e9890c4efb168,mo044,480,560,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:fc2953ae7e4e4c7eae8818b50874753b,mo045,477,537,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:7455dfd24ca74fb0811acf5ed469e635,mo046,98,168,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:e00f0e4ba0744e47b72222ed11df16b7,mo047,169,219,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:da61ead57d244a26888b36b0148c19a3,mo048,470,520,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:47dae7f221c946568921c64431a46258,mo049,653,723,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:bacce6ca32a34fc4b4efa3e4af304bf0,mo050,658,718,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:9295486eda6c463bb12e10305148eb32,mo051,230,310,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:2a533938cbec4a30807bdcd6b9a85b41,mo052,452,502,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:90984752f0c9478abade4fd3b3dd5a5d,mo053,387,457,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:cb5c837c7a1f408d88b938887e7c53a0,mo054,502,592,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:360c92af8c8848dcb47a9f33304aabaf,mo055,28,88,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:66dffdc5ac584e408018d3942da6fb10,mo056,723,793,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:0e4e1345b2414406aba6df0048868125,mo057,105,185,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:5f3df4e039c64767a831a68373e77f4a,mo058,241,321,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:e1845a4cce8f4cbba96a043b56ee225d,mo059,445,515,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:ca46efcae87f499f8fff60929a5a42a5,mo060,270,340,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:ad540dba2f05424fa5ddf01955902056,mo061,259,339,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:7e1f25aae8454d1783a5d7df195c5f1d,mo062,303,393,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:256f08b896fa4acfa998675c7f7043c6,mo063,419,509,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:49e4097558744ed397046e6d82fbc500,mo064,248,318,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:6f946daaaa894d8da44ed2efea1389af,mo065,527,617,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:c903026d0bbb464381ee0070509805f7,mo066,303,383,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:a1f0eb82cfe64c1b8e0e01ac12e5ab0a,mo067,601,661,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:8bea78c8eee04bd0ab18125068e9acef,mo068,30,100,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:19ad2c4684874865b6ac398ea9e99b97,mo069,413,473,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:a5688fcc2b1440d6bfa6442f9aba9073,mo070,80,160,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:eef1905cc4e348b388f4c7b1e37b56ba,mo071,627,687,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:448cd31c9b7e4a959d2ce4176eaf38f1,mo072,24,104,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:da7c877d1da54a6e9fe03e70689ae369,mo073,459,519,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:36a18be3f51b4b38aa5316c85c45b081,mo074,69,149,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:bb4ff6f648b440eb89dc1b78dd5a19d1,mo075,463,543,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:44d0e0b68e674b70a03e92c0d1d87b1c,mo076,153,233,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:3b5b3fc35ecf4f3993fcb1400ca42530,mo077,294,384,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:68249183dadf49a79362b3328490cc05,mo078,45,135,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:f6e3625370ed4b00bf64a966bfbceff8,mo079,368,448,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:123ec0e9c9c1498faadd9a7181460a25,mo080,591,651,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:12b32b5fb0664a8cb59d19dd63e331f6,mo081,484,574,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:cdcca623429e46f598f55485a140d0f8,mo082,438,508,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:12a41fa983b4458abd0de0b5fb114e4d,mo083,384,454,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:4ee0d148b933498888ee82ac4deafbf4,mo084,393,443,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:1c3aa7202d134332b2a114fcfc0b2afa,mo085,171,261,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:621303bad9804d589102dff16ad8d0e0,mo086,631,711,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:59295496de214e9e80d820e92438b630,mo087,196,266,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:9efee6827bf24571b827922e985ff915,mo088,318,368,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:132c577db7504d599ec0c74b57be21e8,mo089,404,474,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:90ff485e7b394b5880473cc886689725,mo090,246,306,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:e757bab223ea4f09b0f1ae794a95eaaf,mo091,629,719,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:8392696cd2f44c2a931166ce544875aa,mo092,701,771,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:e3b6c18ab74c483faa6ee798343ac4c0,mo093,653,743,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:dd470de6c6504b5398f75a6ae7edb62d,mo094,396,446,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:8dc32e0f872a4224b6bfe5815bfe0ac2,mo095,513,593,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:6bbe5b2a574f40f280f29d3fcbf413d9,mo096,334,404,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:9b7253f0185148f5bd51c311579c7582,mo097,639,709,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:e16d13ebc21b4deca2c893e74218ac49,mo098,578,648,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:bf12928c66b54614a04ccf0e5a0396e0,mo099,341,431,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:864dbb69f93740528b4c4c02e495b3cc,mo100,676,736,,pb:bfb6430b04bb413f95c5edbac3db3bb4
mo:50f65bb937644e57b0620e90c8ac4102,mo001,236,326,,pb:f2b3cd645625461c8bfb852808284b3d
mo:b872e06a983f4eb0b8fcae2481899c60,mo002,576,626,,pb:f2b3cd645625461c8bfb852808284b3d
mo:fbf0b6d719784ae393e6fc9e9be8ed57,mo003,503,583,,pb:f2b3cd645625461c8bfb852808284b3d
mo:0e962ab6e24c4287894881ed89f996c8,mo004,272,342,,pb:f2b3cd645625461c8bfb852808284b3d
mo:40043b33c9dc4c1eb5eac5cb2cd11189,mo005,234,294,,pb:f2b3cd645625461c8bfb852808284b3d
mo:4c2e965846644bc185f48448a9886407,mo006,234,294,,pb:f2b3cd645625461c8bfb852808284b3d
mo:98d18b756d6a4cb1ab989f9a2b3a1d4f,mo007,300,370,,pb:f2b3cd645625461c8bfb852808284b3d
mo:00cfa35252e74efa89a0b7666fa0622c,mo008,0,60,,pb:f2b3cd645625461c8bfb852808284b3d
mo:6bfd83c0334c407e9fa97764b74ced00,mo009,246,316,,pb:f2b3cd645625461c8bfb852808284b3d
mo:d66844eebbee4ec4a8d6fc5bd0a7b7d3,mo010,671,731,,pb:f2b3cd645625461c8bfb852808284b3d
mo:ab6b2e541dd746c69d71a4516ea8d4e2,mo011,37,127,,pb:f2b3cd645625461c8bfb852808284b3d
mo:f759c626ed604e09891244400c9cbd98,mo012,538,608,,pb:f2b3cd645625461c8bfb852808284b3d
mo:6ad870bbebb74d73869356ac6732daf3,mo013,321,381,,pb:f2b3cd645625461c8bfb852808284b3d
mo:4c666868666b46499f54556bd3252ecb,mo014,26,116,,pb:f2b3cd645625461c8bfb852808284b3d
mo:fec76aba2d1f4cf8a7c426932ac3a909,mo015,504,594,,pb:f2b3cd645625461c8bfb852808284b3d
mo:58dcd1b5c5a34d2a9a17e60b4c35dd0b,mo016,366,436,,pb:f2b3cd645625461c8bfb852808284b3d
mo:00bfffaad4be413092e9a944142e32ff,mo017,726,776,,pb:f2b3cd645625461c8bfb852808284b3d
mo:b1fd8a845eb44203a5f2c70440020db4,mo018,633,713,,pb:f2b3cd645625461c8bfb852808284b3d
mo:e5d287db264743b1884c1c9cf9d5c0db,mo019,527,577,,pb:f2b3cd645625461c8bfb852808284b3d
mo:8a4674de359148b2939200a5bb6c19e9,mo020,201,271,,pb:f2b3cd645625461c8bfb852808284b3d
mo:6efa6ae60ad943d8a847842c854d7ddb,mo021,195,245,,pb:f2b3cd645625461c8bfb852808284b3d
mo:093099d6650a423faca935db8134c508,mo022,568,628,,pb:f2b3cd645625461c8bfb852808284b3d
mo:7b04de82987249499ec3089f27a8427a,mo023,404,474,,pb:f2b3cd645625461c8bfb852808284b3d
mo:f3a7d4f6b8da4a11a15f080f84935051,mo024,91,181,,pb:f2b3cd645625461c8bfb852808284b3d
mo:901570aa854a4407bd51d63e663f7213,mo025,20,110,,pb:f2b3cd645625461c8bfb852808284b3d
mo:c951053edf9849b18122608c15a660e1,mo026,725,805,,pb:f2b3cd645625461c8bfb852808284b3d
mo:274ef84940de432790b423ff6073753f,mo027,671,721,,pb:f2b3cd645625461c8bfb852808284b3d
mo:eb4433e02fe4439fb2e73d891ce082cd,mo028,632,682,,pb:f2b3cd645625461c8bfb852808284b3d
mo:02f00bcc7f2b4aaf8090a00da94dc200,mo029,83,133,,pb:f2b3cd645625461c8bfb852808284b3d
mo:b894a6b866b04efe862369cc81e101bd,mo030,484,564,,pb:f2b3cd645625461c8bfb852808284b3d
mo:9a85770e20c64cbab284f065964335a5,mo031,37,107,,pb:f2b3cd645625461c8bfb852808284b3d
mo:fe0b36c8da5a40aeba9c196ddf42da78,mo032,601,671,,pb:f2b3cd645625461c8bfb852808284b3d
mo:b69f6f0b90574b00a830ef42099e6cfc,mo033,110,160,,pb:f2b3cd645625461c8bfb852808284b3d
mo:8aba2c2244b44a058f219fd44da4f188,mo034,668,718,,pb:f2b3cd645625461c8bfb852808284b3d
mo:9de2a13376d94e3985df28bc0df45ba2,mo035,714,774,,pb:f2b3cd645625461c8bfb852808284b3d
mo:360e2b1a07ba4fc8ac48977be2ac4414,mo036,519,569,,pb:f2b3cd645625461c8bfb852808284b3d
mo:7812ede5e2054774a2354f0cbde51235,mo037,251,301,,pb:f2b3cd645625461c8bfb852808284b3d
mo:b7ea2d41abf2476884b3a9cce3a2620f,mo038,187,237,,pb:f2b3cd645625461c8bfb852808284b3d
mo:17de7b186e364b34b8869fe9f2a53926,mo039,326,396,,pb:f2b3cd645625461c8bfb852808284b3d
mo:5a90d4265f2c47348e78d1a48a868e23,mo040,627,697,,pb:f2b3cd645625461c8bfb852808284b3d
mo:ea57dfa6275346709d76a5833662b79a,mo041,300,350,,pb:f2b3cd645625461c8bfb852808284b3d
mo:0f0056f8365749f6a9c3e0b985779180,mo042,550,610,,pb:f2b3cd645625461c8bfb852808284b3d
mo:9c060fa25faa4516af06252601cdc462,mo043,575,635,,pb:f2b3cd645625461c8bfb852808284b3d
mo:630babd4230d4f499d1f83b1d8c1a8f9,mo044,325,415,,pb:f2b3cd645625461c8bfb852808284b3d
mo:fce138d816634fcf8c4b30dbcb300679,mo045,177,237,,pb:f2b3cd645625461c8bfb852808284b3d
mo:281ea2d6d580432583256b937dbf5e25,mo046,229,319,,pb:f2b3cd645625461c8bfb852808284b3d
mo:1d258cc954e04a3eb2ed8139a84735b9,mo047,552,602,,pb:f2b3cd645625461c8bfb852808284b3d
mo:d40903d864aa4940bb3b9ff71bb7e662,mo048,377,467,,pb:f2b3cd645625461c8bfb852808284b3d
mo:45be9bb4f9bc4bbf8f49651532dcc66a,mo049,146,216,,pb:f2b3cd645625461c8bfb852808284b3d
mo:c347a7db34604d0cbefbe2536c288ae6,mo050,494,564,,pb:f2b3cd645625461c8bfb852808284b3d
mo:d7d22e48bb9a4b51a43ed65c4a5da279,mo051,519,589,,pb:f2b3cd645625461c8bfb852808284b3d
mo:5a0a806985934970bc4ea60123355e51,mo052,569,639,,pb:f2b3cd645625461c8bfb852808284b3d
mo:d0d6cf248a3c4fcfabe24078730563b0,mo053,546,636,,pb:f2b3cd645625461c8bfb852808284b3d
mo:27a1a3eda5ab4f6fb66623c2a9e833a1,mo054,619,679,,pb:f2b3cd645625461c8bfb852808284b3d
mo:4e5285999f274a50885d52b97db0152c,mo055,400,450,,pb:f2b3cd645625461c8bfb852808284b3d
mo:d27d8e3b25ec44c8b5c5bb28a81ba665,mo056,354,434,,pb:f2b3cd645625461c8bfb852808284b3d
mo:cacfc2c19c3d42d0823c2dd44b13b061,mo057,548,638,,pb:f2b3cd645625461c8bfb852808284b3d
mo:b78f9d8fc4d54719967a9b8b16722eeb,mo058,2,82,,pb:f2b3cd645625461c8bfb852808284b3d
mo:0d57541fb40a4a7582c8181b2daef73a,mo059,695,745,,pb:f2b3cd645625461c8bfb852808284b3d
mo:2fc917c29101410bbc8371c0d8326ac3,mo060,41,121,,pb:f2b3cd645625461c8bfb852808284b3d
mo:85d976ca6cc2471f82d23af306fca8d2,mo061,659,739,,pb:f2b3cd645625461c8bfb852808284b3d
mo:25c5b900fcfe4201b443e73bdcb66f0c,mo062,296,356,,pb:f2b3cd645625461c8bfb852808284b3d
mo:621a33c327684cd1a60be6c3e544fb81,mo063,548,638,,pb:f2b3cd645625461c8bfb852808284b3d
mo:980d01641f8c4969bf5a56b489780f46,mo064,693,743,,pb:f2b3cd645625461c8bfb852808284b3d
mo:3577883feac64d4b8b76a62ffb87fed1,mo065,319,379,,pb:f2b3cd645625461c8bfb852808284b3d
mo:6bc4ca295b5d45b7915e82475177d03c,mo066,689,739,,pb:f2b3cd645625461c8bfb852808284b3d
mo:c0f73bf6af2846b89d0de113b057c20f,mo067,359,429,,pb:f2b3cd645625461c8bfb852808284b3d
mo:2a98ad44047b438680542a58695b1451,mo068,12,92,,pb:f2b3cd645625461c8bfb852808284b3d
mo:971a48b978de47d8b03f089d772392a2,mo069,193,283,,pb:f2b3cd645625461c8bfb852808284b3d
mo:c5c691c74c22456593377a5a1c3e8bec,mo070,546,616,,pb:f2b3cd645625461c8bfb852808284b3d
mo:58ce67d5a3cb4bf6868debf822dd0777,mo071,492,552,,pb:f2b3cd645625461c8bfb852808284b3d
mo:cf0c2b1305454021bafcf708622659cb,mo072,17,67,,pb:f2b3cd645625461c8bfb852808284b3d
mo:9104bac3f51e490ea11aefda69aa1451,mo073,92,142,,pb:f2b3cd645625461c8bfb852808284b3d
mo:286b397c03664530aa1a02a0f1a18620,mo074,508,598,,pb:f2b3cd645625461c8bfb852808284b3d
mo:67d54d437c964a56bb6c07365bbdfce7,mo075,173,233,,pb:f2b3cd645625461c8bfb852808284b3d
