maintenance_tasks.uid,maintenance_tasks.need_date,maintenance_tasks.device_id
tm:77a4fa93d14b4c09b904a1090166d7db,677.0,dev:e0f255e00968435896705b917cd569f7
tm:a63f821ae70c4c08ba67b732547026b5,773.0,dev:225605e54a1d4a808f8da32766701c52
tm:752a6187b05f47f1b8efb0fb38bd7013,781.5,dev:e0f255e00968435896705b917cd569f7
tm:32a9775acfab4e41bc1a2d20609e6967,856.0,dev:225605e54a1d4a808f8da32766701c52
tm:74163b658cab4d509a128b431e40f03d,887.0,dev:e0f255e00968435896705b917cd569f7
tm:9991f798911c429d8a968b802c4398ce,937.5,dev:225605e54a1d4a808f8da32766701c52
tm:d792e77eef964bbbb7640aee79642fb9,973.0,dev:e0f255e00968435896705b917cd569f7
tm:c89ec2b5e5cd4407b4e11cba92f7718c,1018.0,dev:225605e54a1d4a808f8da32766701c52
tm:d4b16aeaa2be4fadaaaac70a7e2f3764,881.5,dev:225605e54a1d4a808f8da32766701c52
tm:e8c00304f5944eaa9c922d0e540dae65,856.0,dev:c62dbc93abe24f389d717bddc88eed43
tm:9b71aa6bf0cc4f4b963d43a8def175e3,783.0,dev:e0f255e00968435896705b917cd569f7
tm:464d0e08bab245a2af80f89236535e16,1057.0,dev:e0f255e00968435896705b917cd569f7
tm:36ff315058fb48669cdf291369b2da67,584.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:cae7c705271c47bd897f3393861eee95,589.0,dev:a7f5410bb99241ca848dc06899612a67
tm:eeb7767f92b14160b15da2e283fe18c5,598.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:0da0911f88444a398d564b519d2e5051,612.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:08ea8f7e81a448f1bab761da86d62052,617.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:ee748ca65d4f446594120b60e05ee7aa,695.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:501772ed65d7491fb14134f20afd4f3b,700.5,dev:a7f5410bb99241ca848dc06899612a67
tm:3417096b74c84a00b43bc6bad91d82dc,692.0,dev:82b3b7c46da34694bb75160dd9420a89
tm:5b1cf7ce51e341f4abfd441932132dc6,741.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:c66132eb87464e4c92269f3c7b74734c,746.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:f852b1586d044aad9b0de50fad48415c,807.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:e0e5d5e37cc04f318f342233bc7b04ca,812.5,dev:a7f5410bb99241ca848dc06899612a67
tm:36c7087d006246249dd748984d9e2415,785.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:843e5636a4184744a44a4c9c68d3f7fd,869.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:52396c1d84654fc3bd1c9a7e1178ed2a,874.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:137215833e514b96b6a532e37f5fb001,921.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:12122fc838194399ad4acc8be44ea73f,926.0,dev:a7f5410bb99241ca848dc06899612a67
tm:2a03aa92dad84c5eb9f02018b23c029d,1032.0,dev:a7f5410bb99241ca848dc06899612a67
tm:edaa661f9fd944009e1885aaea6393d4,1138.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:4e075e0252e54eb9a174541ff0608098,1143.5,dev:a7f5410bb99241ca848dc06899612a67
tm:ad6b791d2e4a49e3bcbc4b5f3ffb5604,934.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:3ca31b8ccfdb41fca3a042779d5c45e3,939.0,dev:a7f5410bb99241ca848dc06899612a67
tm:b242606ef7b44dd5b4821ffb83914516,754.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:eec4c1555ff342129dc32067e012b5e1,871.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:763d26a59c584d50b21db04269a7d02a,1118.0,dev:82b3b7c46da34694bb75160dd9420a89
tm:f9d925b75eae4205850c4538fde5ddc4,414.0,dev:3a846c33da374c3f9f1401a2204e3569
tm:0b280547b26341d6bd74d0a5fd060651,456.0,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:00810eadc1c6413a9f3a1c68e03c2031,446.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:c98d0cc6fa10412b9cd27e7889f555f7,508.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:8ec0875684d6434e83ab23c42d6f2162,555.5,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:f2ab2551fcc54420b573a5d362c67119,554.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:5ac1c39ab6dc42b1b7df5eb45dd31d3d,604.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:86fafdfe13d44f45bee95aae3d16bb56,652.5,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:607009d0bb65401f8823164f5382483c,657.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:bb88bf466b534aacbe7e17c7ed3f0d1b,701.0,dev:3a846c33da374c3f9f1401a2204e3569
tm:9918681ac07e4bec9e32863fbf1a39af,765.5,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:86db59442cda4242aa6ebadacb6bd9ae,798.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:91c0476fadaf496bb227cc30fd345119,691.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:325319d7b98d4f73ae0e93fd29df74fc,650.0,dev:f7b8be5d187d41c18daa4930d849d1f3
tm:44773ca60f2740c2ba2e9a2242e29033,655.0,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:be67710e12ea4d359cb795f6761988e6,634.5,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:931f7e9ea64b424c8eb11d3d706f779a,790.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:63ca4c23be2348d78d4b67274cb3f030,784.0,dev:f7b8be5d187d41c18daa4930d849d1f3
tm:2a55eaa94c5646978076e8e89c7d2a8e,789.0,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:7c6cb056dabd432a82e3a5fdd6c805cc,779.5,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:a9e45823b7cd4204bb563b8250a356a1,531.0,dev:99b24802323d481a8a24a8face6f4843
tm:6c547c8a3a734c9dbcbcc9532711bd17,542.5,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:2cdb8f306cd04ea0aff38860d79d6c6c,551.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:4bd63a7eaa674f38b5de49fb12f597c4,630.5,dev:99b24802323d481a8a24a8face6f4843
tm:8a1f4e6d04e5484982ef08c1a044ac31,643.5,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:43ca26b968ba4784897f5260e19624cd,666.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:a244b44233084169a0719b3c12b3a608,726.5,dev:99b24802323d481a8a24a8face6f4843
tm:c9c9e4fe56654047898a73ea1683f9b9,731.5,dev:d002253be69942a891d20dc031cc93ba
tm:7ae1488fed654b6496a008fa4420d3fa,743.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:b6ba7f887a8f44c8b6d7970e10d76943,781.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:531c34b4cd174492933f1d804a2749e5,827.5,dev:99b24802323d481a8a24a8face6f4843
tm:adea12159b234fd6940b2803c8363b8b,897.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:b9fc9109d7ad47b8a5468c07a7ec51e8,926.5,dev:99b24802323d481a8a24a8face6f4843
tm:ac9074d0213b451b8af8774630bfcd4f,1025.5,dev:99b24802323d481a8a24a8face6f4843
tm:9bb1aeda26464332a6b2c1ef91607683,772.0,dev:99b24802323d481a8a24a8face6f4843
tm:c584f95556484192aca8418244a00c0e,674.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:64d760392765424aa6de89d26bf00591,741.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:a5935f217af04eb1b22e1d63aaa1e58e,871.5,dev:99b24802323d481a8a24a8face6f4843
tm:8505b10f8bea4c90926db53087228942,876.5,dev:d002253be69942a891d20dc031cc93ba
tm:529cde7e7ec7497bb80c8c2cdea7b2f5,904.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:b63f39c39ccc459c8e62b604c725dfd6,956.5,dev:6d39f2500e464d178db757c01ac8b0b9
tm:27c0de2b8eec4998b0642173b3b71516,1037.5,dev:99b24802323d481a8a24a8face6f4843
tm:5634842ed7014c0f97f88b176ca348c3,933.5,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:edefeefd6ec242ef84238ff1a8658f38,446.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:d31c89e7e5ff44aaaf41201c59417621,557.5,dev:f615d819fb51414abf072597158bc83b
tm:1455bb31d3e44171aae9f43eef51f02d,562.5,dev:8ba203e696974d28a086402d7ab80f73
tm:b1fe8b1c82fe40c29c5b3a7c38d264db,506.0,dev:4e4d378f567d410487d697241734c3c7
tm:1e37dafca5f44ea79937892d5f78c6ac,530.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:a3144c1625334e4793fb8249f913c8bd,671.0,dev:8ba203e696974d28a086402d7ab80f73
tm:80712ea6640c41f2863231c3c7d91d6c,606.0,dev:4e4d378f567d410487d697241734c3c7
tm:6fc1e12c2927435bbd0ab1046272e07f,616.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:25a511639095488687911f580dd4f7e4,702.0,dev:4e4d378f567d410487d697241734c3c7
tm:8896fb60e33c4a72beef26891c710ee3,702.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:30271a9632084ba786cbca0e28cee3d6,803.0,dev:4e4d378f567d410487d697241734c3c7
tm:a37fe2a7556e48eea7478ff8c2a6dd9d,789.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:0dac821e44d44c919d4abe37ba24a58f,905.0,dev:4e4d378f567d410487d697241734c3c7
tm:005d8ef3738f48d9bd9403cb1aed3de2,874.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:229fc112d1fd40708f8da1a147cc0034,961.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:8e6626a621644657b2418d748ca627dd,1047.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:a9629ca1b43c4adc82346b83f325e9b0,864.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:4638539771aa4af889456cda40f39744,775.5,dev:f615d819fb51414abf072597158bc83b
tm:da15597b04bb411d92c12590887b4100,780.5,dev:8ba203e696974d28a086402d7ab80f73
tm:726a7f317305466198f864e1f468be74,769.5,dev:4e4d378f567d410487d697241734c3c7
tm:859f6329b37b4b3baa05c3fb24bfe816,509.5,dev:021a01a8f16142a1bbac70295783e279
tm:047e59e029d943ebb4ecdc9a10e1f18c,514.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:937cf6da2ab44561a7d1e681da802cef,526.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:03e732a73a134159bb900937201e2c54,507.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:b82a514deaed4a7282c091a297d1618e,611.5,dev:021a01a8f16142a1bbac70295783e279
tm:ebc4dc730f1644879dbbea1ffae0c32f,616.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:c0e4cd6e427c4a4e97c6fd23ac0e23ef,622.5,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:95dfbd05e0b742009de8cf392f715250,601.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:34deeaa5066a46f19bd361adca0187e2,716.0,dev:021a01a8f16142a1bbac70295783e279
tm:17ea092409644865b78b79becbb2fa18,721.0,dev:84c65f0d15ca40018ff0d9f8000db406
tm:197bbf2ac0574f07ad3d514e2ecc2d1f,725.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:ae6175f9bf2644a8b4f289fdf100bc03,730.0,dev:f013821889c046c2ad179d69793afe91
tm:e4be572623184be6939bcd8396c6e18a,692.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:9429d954d5cc4026941ab715e6f058b4,821.5,dev:021a01a8f16142a1bbac70295783e279
tm:a4018936d4c240e18f691578c0a491f8,826.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:d7b87dc9ccab42a2afbfbf5c6cfcce52,782.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:df7e044a72d34048a9902f9c4d96fa46,926.5,dev:021a01a8f16142a1bbac70295783e279
tm:eafc7620cccf46afa01f602c4b69352e,931.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:b7fb39d3ae704ada8215f58dd1e9007b,877.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:cd62e6f6e56947a298846be59379b09f,931.0,dev:021a01a8f16142a1bbac70295783e279
tm:795df4cdaf9b466aa743c833e9406fa7,936.0,dev:84c65f0d15ca40018ff0d9f8000db406
tm:466fd1cd6f0a48d79d9522d08e1a81af,921.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:41de50459fb44e02a30b5e8386f8735a,926.0,dev:f013821889c046c2ad179d69793afe91
tm:eddb128b2f5a4d68b816800db8fb7e0c,859.5,dev:d1e97fd18b904b2491a214f1a4c60483
tm:536cf0333acb4f37867da2fdd5514d9d,580.5,dev:09726e9da7624d3b965d49354ac7e211
tm:46fb9e6035e3479ca48fabe3ddd8ae66,585.5,dev:da3906f13fe24996a59811ebee9ee930
tm:0e70fd9ec5054273bec1a4db110e630e,606.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:daf19a9dbbae4162a27da21ac89fddd5,588.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:0d29f65ffdfb410ba74472bee8f574eb,692.0,dev:09726e9da7624d3b965d49354ac7e211
tm:62e9ea47557b46d183ef55593b113a4d,697.0,dev:da3906f13fe24996a59811ebee9ee930
tm:497593e4bdbd4161991a8613a2f4c59c,705.5,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:d13de0af8e834501bde76ffb2bd41eb0,685.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:8db176510a924eeba620247ffb1adfea,806.5,dev:09726e9da7624d3b965d49354ac7e211
tm:cda48c955b1640d6849864a14a384239,811.5,dev:da3906f13fe24996a59811ebee9ee930
tm:b7743e7d32d34050b358a41e46fe546a,805.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:caef66b8573640f98025c0b78690f7ee,781.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:37eaf3ed8b814cd98dfdb6bdc600eb49,916.0,dev:09726e9da7624d3b965d49354ac7e211
tm:b5f981a718f3486f8489bd9c30ebe620,921.0,dev:da3906f13fe24996a59811ebee9ee930
tm:eb1576feae494503862ece49f2a0c34f,876.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:4947d73e006c4e95964f9d1c4c758fed,1025.5,dev:09726e9da7624d3b965d49354ac7e211
tm:dc11468105a645fa84c1edb10dd20fe7,973.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:6b7f2a3870ab4f58ad53bb6e9e4f39f0,911.0,dev:09726e9da7624d3b965d49354ac7e211
tm:db14ef117c7040edaa5e157b329820a3,916.0,dev:da3906f13fe24996a59811ebee9ee930
tm:93eaa9f6cf8648d7aaa830fcd0028f10,713.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:c7abfaf74d694a7a92fb13958b3f5ddd,714.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:6b3ad5144fc94e1d8ee1ca7e2c37296a,1042.5,dev:09726e9da7624d3b965d49354ac7e211
tm:edce1cc8ddfe4ad696d3d822951ebc10,1047.5,dev:da3906f13fe24996a59811ebee9ee930
tm:64f92dae1f214f38ac0c09815c805430,1079.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:3588880bf033463dbc7962d61c0b4d64,1081.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:6b577bb80a154988a51992db2c1cd533,1177.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:24836e0fa4b84ca797dabe3b33ddc687,572.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:464d3ea2e84046d295a448c8a849db78,424.0,dev:20a40dd7f232420c831cb46be36c815c
tm:06c0e9e8e0804ab986e3cf4004b5ac6d,611.0,dev:959203f7cafc4b218841cc27d96e70be
tm:880b535f91414b2ca7c71136f85fa9e7,672.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:0fac01516473481693bc45a8ee9689b1,539.0,dev:20a40dd7f232420c831cb46be36c815c
tm:2341929751934dfcb7ecb61203430a4f,727.0,dev:959203f7cafc4b218841cc27d96e70be
tm:a70b5402d2bd413e88dc9787842c4ead,767.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:03b8454a420c4428b28e277ef74c128b,717.0,dev:20a40dd7f232420c831cb46be36c815c
tm:bbe27eff7ce9422c8b81d8c6a230e563,840.0,dev:959203f7cafc4b218841cc27d96e70be
tm:f310cf901d7148e897c73c8cfa6a3081,864.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:ce7103f4b2b24762b6a5a7aa5fb60070,955.0,dev:959203f7cafc4b218841cc27d96e70be
tm:190bb4fa55a74d3fa9e73f9d5594aadf,958.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:aa9f2b1a0e8f40989ebb2187a49bfdc8,1057.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:9c1bf1fa90dc447caabad38086fbd815,900.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:657665cb40ce484e963cc6b9b40fe5f9,716.5,dev:20a40dd7f232420c831cb46be36c815c
tm:155e9178460647309fb04d5a39c1b71d,749.5,dev:959203f7cafc4b218841cc27d96e70be
tm:483f6fa117ab471493ba048bcf3aef40,995.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:5843c78ea1fd45c59f600cfaa723a1bb,941.5,dev:20a40dd7f232420c831cb46be36c815c
tm:35992cb44fc841d4928176216bfadafa,963.0,dev:959203f7cafc4b218841cc27d96e70be
tm:8b23df36caf747809bdcf7466cb920a8,1044.0,dev:20a40dd7f232420c831cb46be36c815c
tm:b7ee30cf210146e5b3264dbd73c0521d,313.5,dev:c6120391722d453495ab7780c1916e9c
tm:8609fe78c50a4c9d9de6a2ad169499ca,328.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:7e1f8cb7d97e49ac806ea6c9edf06698,319.0,dev:0d9221fa9945438686409c97356f1a94
tm:3b01efb80e7243d6a06ea935c3d6bf8a,412.5,dev:c6120391722d453495ab7780c1916e9c
tm:3bf754aec9f448c7ac2dbda8dd8d6862,429.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:6c8d11b4488646ca90d1b0f7368c724d,416.0,dev:0d9221fa9945438686409c97356f1a94
tm:a21f0a273f624f25a17bf511444e4418,513.0,dev:c6120391722d453495ab7780c1916e9c
tm:a5b88f0e29cb47cb8d630eb12e2ff6de,568.0,dev:dd0a70c3245f4456a7bbf423e313b327
tm:4f0c1e5a7a59464bb19f6658d96a34fa,515.0,dev:0d9221fa9945438686409c97356f1a94
tm:591c8805a89745f99ec745affaa107f1,610.5,dev:c6120391722d453495ab7780c1916e9c
tm:79ff070c186047398249d2f00ce9257c,611.0,dev:0d9221fa9945438686409c97356f1a94
tm:3d6a0f5d0c5f4e7e8a539883bfe8ca3a,707.5,dev:c6120391722d453495ab7780c1916e9c
tm:495db9f59c1e4077a24c71fbfe9c2b7b,706.0,dev:0d9221fa9945438686409c97356f1a94
tm:81bfe2432665493180d6d343c83f04d4,802.0,dev:c6120391722d453495ab7780c1916e9c
tm:2f033f85db5f4ebcaf4ba53ece0a6490,662.5,dev:c6120391722d453495ab7780c1916e9c
tm:1380b10f8d0e4c6c98705ebec50c7821,572.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:e4d2a466407b4dea96f5cc238194c09f,577.0,dev:0d9221fa9945438686409c97356f1a94
tm:0a413791416743f4a0eb83027b098353,759.0,dev:c6120391722d453495ab7780c1916e9c
tm:e6b18251ccc24ee890cd90e4ae7ac35f,723.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:94090fce85bd402d9df2cdbe3541e2cc,680.5,dev:0d9221fa9945438686409c97356f1a94
tm:ee3e71955f8e4ee4b89317284501a902,474.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:d27031cf879b42d2ad955ec6a7dabace,447.0,dev:5e9d5b7022c645609515a08510d8fe1c
tm:4fa44428aaad42988f649d61094986de,490.0,dev:60537210eb5142139fbf55b30582c004
tm:aa1839ffb42d40f3be4bbb4ac1134ee9,570.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:aeeafd0b017d4898acd9231d7427fbea,551.0,dev:5e9d5b7022c645609515a08510d8fe1c
tm:4b484b967c124e988cbda8dcefe2a462,616.0,dev:60537210eb5142139fbf55b30582c004
tm:cc281b37736b4a129ce2ebd31ce46fc8,660.5,dev:386938cddc204eaca37e25dc36fcc5ee
tm:3d6b30d4a894498a93eef6ff267d1d94,659.5,dev:5e9d5b7022c645609515a08510d8fe1c
tm:718c048b68aa425ab3d29a47ad86bab0,745.0,dev:60537210eb5142139fbf55b30582c004
tm:efa85449fc874d73a88973f53c399fec,750.0,dev:d501263712e04c25a4db53f2fa171599
tm:ef1c262757f84db5a71d31538faaec57,757.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:9405810c103d40ff92749c6acac5be33,852.5,dev:386938cddc204eaca37e25dc36fcc5ee
tm:f09ace5615fe4ae3978601754a043876,947.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:78a80170669046b3bededb3672985fa2,807.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:c0a60944a35a46819ba3c0307ca37924,622.5,dev:5e9d5b7022c645609515a08510d8fe1c
tm:693ce875460a4d7288a8ca06e0909907,688.5,dev:60537210eb5142139fbf55b30582c004
tm:3c6241251d7c4a8e9d1302feba0ae10f,520.0,dev:225605e54a1d4a808f8da32766701c52
tm:5aab5c8e6dfe43b9aa0638960b24d558,578.5,dev:c62dbc93abe24f389d717bddc88eed43
tm:c2c192acdcc04eb5a1ad36dd09b3b25a,513.0,dev:e0f255e00968435896705b917cd569f7
tm:637bb95ef0134725b828e96763c2b6fc,607.0,dev:225605e54a1d4a808f8da32766701c52
tm:03aef67a6c8b46b2835218b08f5e243b,691.5,dev:c62dbc93abe24f389d717bddc88eed43
tm:26438387283e4d459f3350c5887fc5a4,594.0,dev:e0f255e00968435896705b917cd569f7
tm:b9b03125f7064385a13f172ac993c776,690.0,dev:225605e54a1d4a808f8da32766701c52
tm:5056a9cd845a49cd82a27744e08c07cd,800.0,dev:c62dbc93abe24f389d717bddc88eed43
tm:ccf7104576884258bc25047565056f53,677.0,dev:e0f255e00968435896705b917cd569f7
tm:d394338d2dfc4592969acec9f574e4cb,773.0,dev:225605e54a1d4a808f8da32766701c52
tm:cfa2e207cd1d480db168925cd97e289b,781.5,dev:e0f255e00968435896705b917cd569f7
tm:15b29734a8c24ab980ff1f2df1494caf,856.0,dev:225605e54a1d4a808f8da32766701c52
tm:44295969343e46f68e0f5d73eba18a55,887.0,dev:e0f255e00968435896705b917cd569f7
tm:a53908a58ea4488eae45ecec4854017a,937.5,dev:225605e54a1d4a808f8da32766701c52
tm:0bde2bb1e35e47f49c14ce10bf64529a,973.0,dev:e0f255e00968435896705b917cd569f7
tm:7746acc79adf42ea8976092ad4483ad8,1018.0,dev:225605e54a1d4a808f8da32766701c52
tm:e9207ccc63e04ae896f23f1a3fc5c515,881.5,dev:225605e54a1d4a808f8da32766701c52
tm:3942ac5351c34b79933234a9202bc7d4,856.0,dev:c62dbc93abe24f389d717bddc88eed43
tm:775a7d83bce6453eb11f38c95ed38dab,783.0,dev:e0f255e00968435896705b917cd569f7
tm:9a0b2b3b35b64cc989f5a0e08d530ef0,1057.0,dev:e0f255e00968435896705b917cd569f7
tm:233f212005734fd9ab0788c9d3563bd1,584.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:79ea87d624e746d89f7b06bdb73916fd,589.0,dev:a7f5410bb99241ca848dc06899612a67
tm:73ca55ca0ada4cb9a7d6bd64cbf409c0,598.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:57fb7caebec94f5788f80012600820c9,612.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:847ace9a2b6643379fe6f27950fb4a77,617.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:d75380567cc94a59b09bce582df45b8d,695.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:fd0a7eabe38c496f9d797c462335848a,700.5,dev:a7f5410bb99241ca848dc06899612a67
tm:10547e906107476f96cc2417e2bdbc1c,692.0,dev:82b3b7c46da34694bb75160dd9420a89
tm:3935e6e1264946e6bc50e42e791dc300,741.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:c059ed8bec08466d9885c7e96f41309e,746.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:08ad8de9529e4af2a8c481d09299b30a,807.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:604c864136b943e29fea2abdd8cb4130,812.5,dev:a7f5410bb99241ca848dc06899612a67
tm:01fd3369285040fcaf6533a89a84c768,785.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:9e23a7ea7ff643ca9f4ecb5edf4b0a33,869.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:406e5636b59243fea655ce164005c797,874.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:0f5750c95595420fb85b8fec65a4352e,921.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:2ba161cb5cb74dffb269d03e0f42a7c3,926.0,dev:a7f5410bb99241ca848dc06899612a67
tm:738f8d7d6a4549fc8c9dc16090b99e9e,1032.0,dev:a7f5410bb99241ca848dc06899612a67
tm:b992029d7ea84a999806b956c2881073,1138.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:f87df45fd63c4450b4524a82f4497fda,1143.5,dev:a7f5410bb99241ca848dc06899612a67
tm:4fa5e61ec3784e87bd07a0ac25c934d7,934.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:e2a2123b19c94bfa95cfddfc0bf7a091,939.0,dev:a7f5410bb99241ca848dc06899612a67
tm:3ea744c27e9e4d02af003b99d79b2899,754.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:5ff3a8fdea1743ec824f36973e7f50c5,871.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:c930233a1c304cfc962e0f22af6304bb,1118.0,dev:82b3b7c46da34694bb75160dd9420a89
tm:ef1d6e9426134566b2d3853724bdd6a7,414.0,dev:3a846c33da374c3f9f1401a2204e3569
tm:ddb2ddc1e9694d249ebb0d337a701a47,456.0,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:088c76d228a04edcb0ac39b547ac2b77,446.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:1a577aed4fd841bc8bd93c7e2cb63287,508.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:7552c6889529417fb5a7bc7836c40397,555.5,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:1f8bcd0ebe8e4b66ad31d43da4e7e826,554.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:5b72fa7391614ff89ca9739db5a8dbc8,604.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:6dc93da9b3654ef29809582bc8c6a6e5,652.5,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:2fa93cf3f8864b4889eed7562951dc56,657.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:472f252bb4824098b669c179b914ff88,701.0,dev:3a846c33da374c3f9f1401a2204e3569
tm:4974fd5d04004ad6a02b4eae4c66e7a4,765.5,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:f0a5861e00c74fa49658104c42cadec3,798.5,dev:3a846c33da374c3f9f1401a2204e3569
