production_tasks.uid,production_tasks.duration,production_tasks.routing_id
tf:8fafa06ea36147b4aed1b3fd947bcaca,6.0,ro:9c1fdc49d65f49bb9fffee1e7ab12bb7
tf:54bd1e1971914f6c88ccfb9baf4625de,2.0,ro:9c1fdc49d65f49bb9fffee1e7ab12bb7
tf:e6721963ba764977bad7d0b4d51d16c0,5.0,ro:9c1fdc49d65f49bb9fffee1e7ab12bb7
tf:7ccd6671f0ba4b05b4f194334d56a3a8,2.0,ro:9c1fdc49d65f49bb9fffee1e7ab12bb7
tf:9630f19a91cb4dceac4642ffb6be3a60,3.0,ro:85643020c2714fb282316c274021a236
tf:0d19728d822445d5b57fee6151ab60d1,6.0,ro:85643020c2714fb282316c274021a236
tf:c4867bb6bf104e439bf75e776fcd44f1,5.0,ro:85643020c2714fb282316c274021a236
tf:0554208df0324da89c21e38cb84f4ab9,1.0,ro:85643020c2714fb282316c274021a236
tf:0c1b6512730a4bb4a310c20072e4e553,3.0,ro:85643020c2714fb282316c274021a236
tf:36ad8c28cc0948f2a058a92ed5877c5d,9.0,ro:85643020c2714fb282316c274021a236
tf:e6a4bba9b0be4b84977a41b8c42ac7d3,7.0,ro:85643020c2714fb282316c274021a236
tf:63e9cce925b04df685fcaaf43e34d8a2,8.0,ro:85643020c2714fb282316c274021a236
tf:5263376237ca4d3abec2c7b162ece4c5,6.0,ro:801fab37fd1e423da6accc7db61e1be9
tf:ca02a5ebf40149ad83cc7c07a16c7cab,3.0,ro:801fab37fd1e423da6accc7db61e1be9
tf:04191d7fe54f446a855d7f73e470175b,4.0,ro:801fab37fd1e423da6accc7db61e1be9
tf:58cccc4def0c4e9daa30f3a9545f0df6,5.0,ro:801fab37fd1e423da6accc7db61e1be9
tf:d0ebe40133c446c4bc29cfbd68d096db,9.0,ro:801fab37fd1e423da6accc7db61e1be9
tf:92b4b395d5264c84b20facda6b6c782e,6.0,ro:801fab37fd1e423da6accc7db61e1be9
tf:116dd0be1cd64083b7772aa61d5f82fe,5.0,ro:801fab37fd1e423da6accc7db61e1be9
tf:96de0bd1ffe6473db6a5288c1f599068,1.0,ro:801fab37fd1e423da6accc7db61e1be9
tf:7f62739f190649c3a3435c7c3ca8da1e,7.0,ro:b99760fe538641fbbc3c9eeb2283cf13
tf:4ae38a4070e14ad6b7353aff5bdb0aa1,5.0,ro:b99760fe538641fbbc3c9eeb2283cf13
tf:f08497f255c84a279ea31e02545f52ff,2.0,ro:b99760fe538641fbbc3c9eeb2283cf13
tf:3b343b53bf944f7aa977479894bfa353,6.0,ro:b99760fe538641fbbc3c9eeb2283cf13
tf:1bbaf1f8d7c149afaf5a72286d191b41,1.0,ro:b99760fe538641fbbc3c9eeb2283cf13
tf:ba4e09396c2f4b21ad97da70a222e3b4,1.0,ro:3f29fb23c66741128126300405b0a36b
tf:ffa0cfe3f63747669006ce684795e281,6.0,ro:3f29fb23c66741128126300405b0a36b
tf:9ea33824cb9d486f816a8f95fe8344fe,3.0,ro:3f29fb23c66741128126300405b0a36b
tf:a7609ce33f714097b8d22f0f56e76f92,6.0,ro:3f29fb23c66741128126300405b0a36b
tf:737951c34f774835b299f814bd8aca3f,5.0,ro:3f29fb23c66741128126300405b0a36b
tf:f928980e29f84b33809c611cefbe7a75,4.0,ro:3f29fb23c66741128126300405b0a36b
tf:55a18d8a031d4305901ef4e1f71b6c09,2.0,ro:3f29fb23c66741128126300405b0a36b
tf:103b3ef4fcf849739dfb6a602cabda79,5.0,ro:3f29fb23c66741128126300405b0a36b
tf:36dda2aaea594502babce72589930347,5.0,ro:3f29fb23c66741128126300405b0a36b
tf:89cafa5f174b4795af6b533857f381e5,4.0,ro:01aed490c56144d4b1d5e062ed8f7747
tf:deb1182f6752468498f1f1a3eb9afbb3,1.0,ro:01aed490c56144d4b1d5e062ed8f7747
tf:c328e60907c344689b22bdf0554dda73,5.0,ro:01aed490c56144d4b1d5e062ed8f7747
tf:09d70c3e13f2481cb0bd74c21fd02424,4.0,ro:01aed490c56144d4b1d5e062ed8f7747
tf:20e47ce71aae4776a845d282d85e8318,3.0,ro:01aed490c56144d4b1d5e062ed8f7747
tf:53c3f8fa89264b40bbebc14a015818d3,2.0,ro:01aed490c56144d4b1d5e062ed8f7747
tf:bc8eab466486414196982e6a958e3a1d,9.0,ro:01aed490c56144d4b1d5e062ed8f7747
tf:e316f9f2518343c08b9b6e69af341ec4,6.0,ro:01aed490c56144d4b1d5e062ed8f7747
tf:45a667553fb84cb7b7a5bea3d1da1887,6.0,ro:01aed490c56144d4b1d5e062ed8f7747
tf:18460b1aaa9c40bb8eaf3769a90323d1,5.0,ro:b977afb0a41e45f38d48240298b9c803
tf:b1e0f1f09d40481c8c9471e6dcec21fa,8.0,ro:b977afb0a41e45f38d48240298b9c803
tf:b0b4149bbe5b4d2aa426c2f3f0f23f44,1.0,ro:b977afb0a41e45f38d48240298b9c803
tf:0c0daccdde604b5da4c962e12bf6aaef,8.0,ro:b977afb0a41e45f38d48240298b9c803
tf:4e2118c3797947ed97ff1cbf9981391d,5.0,ro:b977afb0a41e45f38d48240298b9c803
tf:4b3f3748a3b94d678c7636b96e6d1cbd,5.0,ro:b977afb0a41e45f38d48240298b9c803
tf:9de547b0ed1941cf8294fc5f6b62210f,6.0,ro:b977afb0a41e45f38d48240298b9c803
tf:a3ee54247cb44c9eab2d1918b67014e5,2.0,ro:d5cc3699f47e466283796371607f756e
tf:a278df8c322844ce828751ba345e2580,1.0,ro:d5cc3699f47e466283796371607f756e
tf:6ed908348f9942dc888eeaf21d15c88f,9.0,ro:d5cc3699f47e466283796371607f756e
tf:0f51381015d44201aae540c1247f991c,9.0,ro:d5cc3699f47e466283796371607f756e
tf:44b2d0f86b96498d9af1521fc9ce8eaa,8.0,ro:d5cc3699f47e466283796371607f756e
tf:d67d07d68e6542a6ad1069b0a135db45,6.0,ro:ee6a303facad4f78b483cf5b686c5aad
tf:affc957459094f89b7d86b7576cfb04d,5.0,ro:ee6a303facad4f78b483cf5b686c5aad
tf:d51456f491374a5f93cc5e097635ea0f,9.0,ro:ee6a303facad4f78b483cf5b686c5aad
tf:24a853aca736408e8ec3427503230f44,6.0,ro:ee6a303facad4f78b483cf5b686c5aad
tf:26a87535ef0646efb40b58e203d66bd6,1.0,ro:ee6a303facad4f78b483cf5b686c5aad
tf:7f5950c28e7f45dc89dec5c9700bfd69,4.0,ro:ee6a303facad4f78b483cf5b686c5aad
tf:05dc51e5b9bf43c1ab81e0818e5b3bf1,4.0,ro:6a29ec25b47d443c82a22cc34fe6baa2
tf:e7026d21bcc94d1298b67e902c128f6b,1.0,ro:6a29ec25b47d443c82a22cc34fe6baa2
tf:7622ed22e2fe412f9a75a66b8ed0cd74,4.0,ro:6a29ec25b47d443c82a22cc34fe6baa2
tf:d9aa5adf622b4539ac8fc8cf89dafbfe,2.0,ro:6a29ec25b47d443c82a22cc34fe6baa2
tf:6b172062d80242f38d3638225f49db16,3.0,ro:6a29ec25b47d443c82a22cc34fe6baa2
tf:e85b4d31b8784380a321cdd7fe9eb1aa,3.0,ro:56a512bead014d4bb008a7c9963a5413
tf:70131735e765443db21cf51133cd14d6,8.0,ro:56a512bead014d4bb008a7c9963a5413
tf:6657c592b4d64800b7745372d33ad346,7.0,ro:56a512bead014d4bb008a7c9963a5413
tf:b11a162d6f55443fa1bc15bdf3d01d58,5.0,ro:56a512bead014d4bb008a7c9963a5413
tf:845d99f9d0374c83a45753bd59d98e2d,1.0,ro:56a512bead014d4bb008a7c9963a5413
tf:1b37494bb88742748689c216bb82cbd9,4.0,ro:56a512bead014d4bb008a7c9963a5413
tf:71385c3e7ad74ecca58d2777aad9b3a1,1.0,ro:56a512bead014d4bb008a7c9963a5413
tf:814685a937034512a40bdcaadd43130a,9.0,ro:5b0aec70a83647689af62ca41520a197
tf:1f04305616e144a289be300b3b40010d,4.0,ro:5b0aec70a83647689af62ca41520a197
tf:be774b51e704465c9d96812517fca409,5.0,ro:5b0aec70a83647689af62ca41520a197
tf:b964f199fc304a75a5151ee0c641d820,7.0,ro:5b0aec70a83647689af62ca41520a197
tf:e9efd2557a8c47c0bef762071f37fed0,6.0,ro:5b0aec70a83647689af62ca41520a197
tf:1eb44722440e4f58be78b7e3fbdb6a96,4.0,ro:5b0aec70a83647689af62ca41520a197
tf:a44598fa76c34549aeec953d822228ef,9.0,ro:5b0aec70a83647689af62ca41520a197
tf:9f6b48d411ee47d68c4490cecc89a442,8.0,ro:764b1d3585544fa5a7aee973b2cb90d6
tf:6b92448c25504ae49624e048dffab79e,1.0,ro:764b1d3585544fa5a7aee973b2cb90d6
tf:364867ddc0874b10883ef5b97e8a42f6,6.0,ro:764b1d3585544fa5a7aee973b2cb90d6
tf:2cc8644ace724208b9d3e4b41c682cae,5.0,ro:764b1d3585544fa5a7aee973b2cb90d6
tf:5a636a6569db4db9915b27c9edb4dacb,7.0,ro:764b1d3585544fa5a7aee973b2cb90d6
tf:7b17bde83c054ad4bef2662f3479fbc7,9.0,ro:764b1d3585544fa5a7aee973b2cb90d6
tf:9c6fcd846fc6418cabde8631e5c24fc6,6.0,ro:764b1d3585544fa5a7aee973b2cb90d6
tf:1830ad16c7c748a0b46286c3493f0689,4.0,ro:764b1d3585544fa5a7aee973b2cb90d6
tf:ccd8271ca0074c0d96379311b5b4eb8f,9.0,ro:3827ffa043f04e55b83823903e49d78d
tf:0d681446d53d43febf437ad9b9846e8c,2.0,ro:3827ffa043f04e55b83823903e49d78d
tf:68a1565eaca34d24a37bea15099ff39f,7.0,ro:3827ffa043f04e55b83823903e49d78d
tf:80a92318aead4c3ab07862b15553b5f0,5.0,ro:3827ffa043f04e55b83823903e49d78d
tf:c400e05ca24f4c4cb914531c9a51fb0d,6.0,ro:3827ffa043f04e55b83823903e49d78d
tf:5a28c151a73a4eee97092ae431a419ff,1.0,ro:3827ffa043f04e55b83823903e49d78d
tf:c98328a43aa145e499f642b3b969b4a6,2.0,ro:3827ffa043f04e55b83823903e49d78d
tf:706db151b02e4affa9bfc5265038e56b,2.0,ro:3827ffa043f04e55b83823903e49d78d
tf:135d59f8dffe421daa14d1e516ed596b,8.0,ro:3827ffa043f04e55b83823903e49d78d
tf:2a25d824f8294f1d9efdf0adfdc4931f,9.0,ro:7959c31ffed94f31ab87dc7498fb6870
tf:de4268c18d87430eab2f46bb61bc7d45,5.0,ro:7959c31ffed94f31ab87dc7498fb6870
tf:47bb6a93cfe84c63949dcc38071a676a,7.0,ro:7959c31ffed94f31ab87dc7498fb6870
tf:17ec5641d74f4990802076ac4cf06b83,8.0,ro:7959c31ffed94f31ab87dc7498fb6870
tf:0b6c478e465c4976942ac85e35cf10b5,1.0,ro:7959c31ffed94f31ab87dc7498fb6870
tf:1c57daa17f994c72af209a2e79354ab3,6.0,ro:7959c31ffed94f31ab87dc7498fb6870
tf:7c16bfffd0134304913a2c623b69c18c,2.0,ro:7959c31ffed94f31ab87dc7498fb6870
tf:72851b2eb56746e79baa2551ccdac952,1.0,ro:f9d2c0201fa844e59eea7a284e75ea84
tf:f61e5401cc054dada1beb07e45e1155d,3.0,ro:f9d2c0201fa844e59eea7a284e75ea84
tf:a116be79f19340a19c28591195616dc0,1.0,ro:f9d2c0201fa844e59eea7a284e75ea84
tf:12e8fc9200b0433aa8c109a4e4672bbb,8.0,ro:f9d2c0201fa844e59eea7a284e75ea84
tf:2114c35d9153404aa08e19c5ef407699,2.0,ro:f9d2c0201fa844e59eea7a284e75ea84
tf:41c1f6a2db02431da68cbe1f152635b2,8.0,ro:f9d2c0201fa844e59eea7a284e75ea84
tf:dfc1f5bae12841e0aa819f2480aa24a1,5.0,ro:f9d2c0201fa844e59eea7a284e75ea84
tf:95fcfc8bfc69490db541b23c6d953eef,4.0,ro:f9d2c0201fa844e59eea7a284e75ea84
tf:5f2417264483469b96d46084228977db,2.0,ro:f9d2c0201fa844e59eea7a284e75ea84
tf:0b1933d9167b4f8593becc3341803a37,6.0,ro:e83cc143c9954611a7c15b92487f59b1
tf:31d48d5795234033b5488ef608abd483,1.0,ro:e83cc143c9954611a7c15b92487f59b1
tf:569b856cb7424b9ba059aeb5f09e5eab,3.0,ro:e83cc143c9954611a7c15b92487f59b1
tf:ef08bd54954a4db48d58d1270c61873d,6.0,ro:e83cc143c9954611a7c15b92487f59b1
tf:e79655e494cc46d5bd2187c3849cedc4,6.0,ro:e83cc143c9954611a7c15b92487f59b1
tf:c550f03bf2174aac9ae727b0e5264d03,6.0,ro:e83cc143c9954611a7c15b92487f59b1
tf:14db606aa8804237a878714191721157,7.0,ro:e83cc143c9954611a7c15b92487f59b1
tf:e810cc0a132446c7b5d472761605966c,1.0,ro:e83cc143c9954611a7c15b92487f59b1
tf:6bedfd28bae340289e820e17d4c95a43,6.0,ro:058a1a10ca334904bcdea1fe9855f648
tf:b89d62e9f90949d998fa7050a7342428,6.0,ro:058a1a10ca334904bcdea1fe9855f648
tf:fcb419d178684aeb8727cca961198bfb,8.0,ro:058a1a10ca334904bcdea1fe9855f648
tf:dd99cc04ef614c28b30705532228430d,3.0,ro:058a1a10ca334904bcdea1fe9855f648
tf:0dca9d8364154daa8a33c6f2265b6305,5.0,ro:058a1a10ca334904bcdea1fe9855f648
tf:be19fc9535694186b1075cbb0d1845b6,2.0,ro:883c4d1e295c43a3a8ee23450ed676bd
tf:08123b079f0448fdb761adada81b08e7,6.0,ro:883c4d1e295c43a3a8ee23450ed676bd
tf:d4c4efc941654ee4a0f2c54645e4014b,9.0,ro:883c4d1e295c43a3a8ee23450ed676bd
tf:d9151e5432a04842afad31fc4b4fbdb0,7.0,ro:883c4d1e295c43a3a8ee23450ed676bd
tf:3eaf676a6cf1428f9dd18774751b78b5,1.0,ro:883c4d1e295c43a3a8ee23450ed676bd
tf:219b9ae4b0a64a0593f80485350ba06c,4.0,ro:883c4d1e295c43a3a8ee23450ed676bd
tf:f3965ac0631e43a78290e8c9eb680726,5.0,ro:883c4d1e295c43a3a8ee23450ed676bd
tf:44bad9a302704e598d5e2a00c257c0fb,4.0,ro:fa0ae1ffdcf0456b90a74392dd1fa4cc
tf:22a8d7699624409c87eb0048392eae31,7.0,ro:fa0ae1ffdcf0456b90a74392dd1fa4cc
tf:78d74665002343fab6b021ce7dbfebef,5.0,ro:fa0ae1ffdcf0456b90a74392dd1fa4cc
tf:f7b0661874454a1c93bcb0f1b52cfa5d,7.0,ro:fa0ae1ffdcf0456b90a74392dd1fa4cc
tf:fbeee72743c04915aa918f4f323d2b43,4.0,ro:fa0ae1ffdcf0456b90a74392dd1fa4cc
tf:189d16d3c50f43bf911cc1c1a009f756,1.0,ro:fa0ae1ffdcf0456b90a74392dd1fa4cc
tf:438a418a28c4406d9e245befcf3fa965,7.0,ro:fa0ae1ffdcf0456b90a74392dd1fa4cc
tf:e9d6ada0141d416aa79f0f528ea23a28,7.0,ro:fa0ae1ffdcf0456b90a74392dd1fa4cc
tf:7a6fb2b544e843fa985835c377951dbc,9.0,ro:fa0ae1ffdcf0456b90a74392dd1fa4cc
tf:2d347d34fd22498e9717c5df62dc5f7d,5.0,ro:6e734fdfe0c9428cb3d0490d8f79b54b
tf:864fba243ff9403d86585a4512c3537a,8.0,ro:6e734fdfe0c9428cb3d0490d8f79b54b
tf:c7503cd15d0a40bfad229eb34ef3b34c,5.0,ro:6e734fdfe0c9428cb3d0490d8f79b54b
tf:d9d9ac26928448f8856bdcf77b40a931,5.0,ro:6e734fdfe0c9428cb3d0490d8f79b54b
tf:b5db34ee99c24c3eadb6724ac85d0696,4.0,ro:6e734fdfe0c9428cb3d0490d8f79b54b
tf:28d2c0d21441428a9a398056f23e6ec4,6.0,ro:6e734fdfe0c9428cb3d0490d8f79b54b
tf:7b63058081a949ba9d56712631bc4e61,8.0,ro:6e734fdfe0c9428cb3d0490d8f79b54b
tf:67f2d7da5ed94deba08f319f0860d2f1,8.0,ro:ca64b02a4a794ed09fcabd07989ce30b
tf:027b3d13dd4e49ebacbddd059be2e338,7.0,ro:ca64b02a4a794ed09fcabd07989ce30b
tf:9cc92f0635234e47ab8801248ba18354,9.0,ro:ca64b02a4a794ed09fcabd07989ce30b
tf:94a40aa8b6194d15b1b0bfbbb9cf3c84,9.0,ro:ca64b02a4a794ed09fcabd07989ce30b
tf:88693e3f8d814be9af28afee85c8e019,4.0,ro:ca64b02a4a794ed09fcabd07989ce30b
tf:6e78b7b8326f42b09a52e09f4ed737ba,6.0,ro:ac3878ca07de45a1b66edc4838fa9c2a
tf:722ca7f9e3ac4c5381bcf0ecac819568,9.0,ro:ac3878ca07de45a1b66edc4838fa9c2a
tf:dfd80f18ac4543008d8ecf74ae051a5a,3.0,ro:ac3878ca07de45a1b66edc4838fa9c2a
tf:45149f257f54476a8438c328e7f3d22b,4.0,ro:ac3878ca07de45a1b66edc4838fa9c2a
tf:e7cdb1840be04365b9aecea8bb45031e,9.0,ro:ac3878ca07de45a1b66edc4838fa9c2a
tf:03c08aac0e3a4f768371273f71b3c6ff,2.0,ro:ac3878ca07de45a1b66edc4838fa9c2a
tf:ba78342f909d4c36a1d3de09a3c07feb,5.0,ro:ac3878ca07de45a1b66edc4838fa9c2a
tf:f507ab6e48c94d57bff0fa46fb602760,3.0,ro:ac3878ca07de45a1b66edc4838fa9c2a
tf:3e25b5f2f12b43ad8dbec3c851a14f06,2.0,ro:b2f4c82725834de28e85e4c1d9b84c3b
tf:940067c21ded4bff9261222e671f8d9c,2.0,ro:b2f4c82725834de28e85e4c1d9b84c3b
tf:be65a8ff8961494bb9d28f4ba1f9c83d,4.0,ro:b2f4c82725834de28e85e4c1d9b84c3b
tf:28ca1543807c40e8ad0ab3b8638ad0e6,5.0,ro:b2f4c82725834de28e85e4c1d9b84c3b
tf:6cbdff39f28141faacb0ecb053f602bc,9.0,ro:b2f4c82725834de28e85e4c1d9b84c3b
tf:f79ecf960b6e4aefa696b42b38b477bc,8.0,ro:b2f4c82725834de28e85e4c1d9b84c3b
tf:6862181680624e58a3f43b475df7cbc1,5.0,ro:b2f4c82725834de28e85e4c1d9b84c3b
tf:e0e3e6611de945858624201e35d2a277,5.0,ro:46a49ab899df47c7946c30d3e0ea9928
tf:e23fe90b5e1b46178c71f2a859e71ef0,2.0,ro:46a49ab899df47c7946c30d3e0ea9928
tf:e3da21cd8b664606bd5524e8f727bc14,4.0,ro:46a49ab899df47c7946c30d3e0ea9928
tf:eb161c22a2ea4141866db772aec65607,5.0,ro:46a49ab899df47c7946c30d3e0ea9928
tf:4379b562f5254d11926f1a4276b9786d,7.0,ro:46a49ab899df47c7946c30d3e0ea9928
tf:2d791c98b34746dbbbbcba22a5605461,1.0,ro:46a49ab899df47c7946c30d3e0ea9928
tf:3605c297f3854872a3371da79ba7efab,4.0,ro:711fd72fc55e46c4904111cec1ec6bf7
tf:e347db5ea0eb4ebca88598b1762aa17e,6.0,ro:711fd72fc55e46c4904111cec1ec6bf7
tf:5d1327377bd948788f775a5ae3173a43,8.0,ro:711fd72fc55e46c4904111cec1ec6bf7
tf:92e164da2f2b41219ff746c9fba43cae,6.0,ro:711fd72fc55e46c4904111cec1ec6bf7
tf:95a7807c172c4b128130f2653bd86351,6.0,ro:711fd72fc55e46c4904111cec1ec6bf7
tf:1b986124226d4591ba4504ecf054ac69,1.0,ro:711fd72fc55e46c4904111cec1ec6bf7
tf:f9449003fc114cb092ee486bf2b8756f,8.0,ro:711fd72fc55e46c4904111cec1ec6bf7
tf:31b15291a2e144839821e252b6544b26,8.0,ro:711fd72fc55e46c4904111cec1ec6bf7
tf:32898c40be4549f18c77abb894f57925,5.0,ro:711fd72fc55e46c4904111cec1ec6bf7
tf:c8f81b605000495ab406083c4f44f31d,1.0,ro:8fc346477a2a46c686cb65b918c4ccdf
tf:e2496dea6f294cf280b4822e4823c4d5,5.0,ro:8fc346477a2a46c686cb65b918c4ccdf
tf:fd5d167d5247425ab36e59774d0511bd,4.0,ro:8fc346477a2a46c686cb65b918c4ccdf
tf:8408808a2f744942af0a3d5a1659bd80,7.0,ro:8fc346477a2a46c686cb65b918c4ccdf
tf:d61b9fad988e48b483aa7908369cb39b,6.0,ro:8fc346477a2a46c686cb65b918c4ccdf
tf:8a4333104a2442b186b72dcf87a516f6,7.0,ro:8fc346477a2a46c686cb65b918c4ccdf
tf:94b7fa0a3c5b49a3bfb616a7702b9499,7.0,ro:8fc346477a2a46c686cb65b918c4ccdf
tf:1574bdc6da9547f38e001303783a2926,1.0,ro:17537ec56067437393529f24421061b9
tf:f050d1483dda4ff586cfe8ddc0fbd101,5.0,ro:17537ec56067437393529f24421061b9
tf:b9064b68c51b4a5cba8fa0f58744727a,2.0,ro:17537ec56067437393529f24421061b9
tf:28a8f5744f1b4f96a160948efe4dfd5e,2.0,ro:17537ec56067437393529f24421061b9
tf:495200c9a136479db9e92ba6c35c2a41,6.0,ro:17537ec56067437393529f24421061b9
tf:bbd1120b2ab441508114d68a389a564c,5.0,ro:17537ec56067437393529f24421061b9
tf:465c98b6beff494288960d66a3602c31,7.0,ro:17537ec56067437393529f24421061b9
tf:497d9e2512704057946f5893ae31db22,4.0,ro:f193a898196644678fbf1d4056b85617
tf:d8f39a86ee5e40779337adad33b0d82c,6.0,ro:f193a898196644678fbf1d4056b85617
tf:78925d7321824993b5d84aaff4482155,9.0,ro:f193a898196644678fbf1d4056b85617
tf:5131f01b3e1e4ba2841c61e7e0c16b6e,5.0,ro:f193a898196644678fbf1d4056b85617
tf:392f95d8c80c47f7b4dfcd39ffd8bd9a,8.0,ro:f193a898196644678fbf1d4056b85617
tf:7b3399a8c3dd41e78c8a5d8ba540db49,6.0,ro:f193a898196644678fbf1d4056b85617
tf:8e913bbda7f0498aac0b34e2573a7aa2,8.0,ro:317cd31704ef45d99b749e26da43a486
tf:843c345537e94316909bb2b1f1ee52b8,1.0,ro:317cd31704ef45d99b749e26da43a486
tf:dd54a7194393422eaabc74c4e75e24c7,2.0,ro:317cd31704ef45d99b749e26da43a486
tf:60d2385ae1494275b7f8b4bf60df50c4,3.0,ro:317cd31704ef45d99b749e26da43a486
tf:3d87e539b3a24078bb45c061e1348d03,1.0,ro:317cd31704ef45d99b749e26da43a486
tf:1231111da1984d1a883e7bd24b082f44,1.0,ro:01df3c9fb1564274bbc0f0b3e2ab94ca
tf:ae0e9068c50c4c98a5516fbcd9408d7a,5.0,ro:01df3c9fb1564274bbc0f0b3e2ab94ca
tf:1fab3e0f1b05412e81d338b5085b0f31,1.0,ro:01df3c9fb1564274bbc0f0b3e2ab94ca
tf:297e2e7b62f044cebcc64f792c366a21,4.0,ro:01df3c9fb1564274bbc0f0b3e2ab94ca
tf:13e3b8e44fbf4f9a964bb10d339eacda,6.0,ro:01df3c9fb1564274bbc0f0b3e2ab94ca
tf:465fc8606c07482bb0a8fec5a39335c6,8.0,ro:01df3c9fb1564274bbc0f0b3e2ab94ca
tf:c2e1bcee6b5b451287dd8a89d05395c9,8.0,ro:01df3c9fb1564274bbc0f0b3e2ab94ca
tf:ecff300cc4104157aa3f9436c0f376d8,7.0,ro:01df3c9fb1564274bbc0f0b3e2ab94ca
tf:0743937833114419877ce83a6ea357b3,4.0,ro:01df3c9fb1564274bbc0f0b3e2ab94ca
tf:e9a2cabb420046ffabf8e5248697aef2,7.0,ro:1ce7a854e5804172bafbb644964abcf0
tf:a98ea628047646b1a007ec407d228289,2.0,ro:1ce7a854e5804172bafbb644964abcf0
tf:0b0794378dd543e6973ea499f54e3e17,8.0,ro:1ce7a854e5804172bafbb644964abcf0
tf:a17412f923c243f987b42bf62dde873d,6.0,ro:1ce7a854e5804172bafbb644964abcf0
tf:299715de3f7140b982a8ac289e7ed5c4,2.0,ro:1ce7a854e5804172bafbb644964abcf0
tf:878cce419a54408d8423f2ad04920ea6,1.0,ro:1ce7a854e5804172bafbb644964abcf0
tf:38bc473a4c2d4af5a6d93ea6316a04ce,6.0,ro:c633d9a6c5644ec69205e0f67a8a8475
tf:2f6a602d3da543d6bcdb7bdcc2bb4612,1.0,ro:c633d9a6c5644ec69205e0f67a8a8475
tf:4430f80798db44b2bbb9f95bdd9d1238,7.0,ro:c633d9a6c5644ec69205e0f67a8a8475
tf:48c5074f67734ae6a7f4c44ee0d5b773,9.0,ro:c633d9a6c5644ec69205e0f67a8a8475
tf:4dbd0e98239a4d478f08c661c062ddb7,5.0,ro:c633d9a6c5644ec69205e0f67a8a8475
tf:2361490533b24ce789efc9f9b6dbd77f,6.0,ro:a227ba9976e946c0a5728dda002a8318
tf:01f93867b22749b99df16c132de6f1e3,6.0,ro:a227ba9976e946c0a5728dda002a8318
tf:00c025c628a9489c949be97c73fa33b4,2.0,ro:a227ba9976e946c0a5728dda002a8318
tf:415a7b0a219b4bd3b7d4cfb18db5d304,2.0,ro:a227ba9976e946c0a5728dda002a8318
tf:698aa261381f4af588b24a367c6229cd,7.0,ro:a227ba9976e946c0a5728dda002a8318
tf:ee8e8cd800e044158b65344e372e4b23,4.0,ro:a227ba9976e946c0a5728dda002a8318
tf:bbd66e9baa344cd39a9fbd6a3255fcde,9.0,ro:a227ba9976e946c0a5728dda002a8318
tf:3f5e2a946098419183277e0fba1f7309,1.0,ro:a227ba9976e946c0a5728dda002a8318
tf:8e06c83c5da24b8a8ecd3ce6b1b87a5f,9.0,ro:53a730e1bf804ae986a8729fd21cdc0c
tf:7e9f68003c9146c68d491ee2085b9873,4.0,ro:53a730e1bf804ae986a8729fd21cdc0c
tf:59a0375ad1b9458491b4dda513732392,9.0,ro:53a730e1bf804ae986a8729fd21cdc0c
tf:8ceb0e78c63b405ab9510b148a7389fc,9.0,ro:53a730e1bf804ae986a8729fd21cdc0c
tf:293db882f162486aba91c8393d6002c5,4.0,ro:53a730e1bf804ae986a8729fd21cdc0c
tf:245abc7b22f443f49ea77532c2ab4c69,5.0,ro:53a730e1bf804ae986a8729fd21cdc0c
tf:abfa597cf57545478d55f8d34a3acefc,5.0,ro:53a730e1bf804ae986a8729fd21cdc0c
tf:b4982640bfe3469d9f650b05bdc867f5,7.0,ro:53a730e1bf804ae986a8729fd21cdc0c
tf:36a8b8e5e8c84a309811bbd68470c0f2,6.0,ro:f9e819f8a94f4cb39788905c11b00560
tf:d6069f853cd84b42a90ff72e86d95660,2.0,ro:f9e819f8a94f4cb39788905c11b00560
tf:2d5d9cf64095421e92d15aaceaa2e358,5.0,ro:f9e819f8a94f4cb39788905c11b00560
tf:cd6c4d6883a44976a600b4e86fb72f30,4.0,ro:f9e819f8a94f4cb39788905c11b00560
tf:f8528f505580445abeb826b8c68d2131,2.0,ro:f9e819f8a94f4cb39788905c11b00560
tf:d0b7979f382e4ec38150d97717784a6c,9.0,ro:f9e819f8a94f4cb39788905c11b00560
tf:32cbcedbb5784d8991e7699997583c95,5.0,ro:e5fd1234c8f54bcaad323fdceddac850
tf:4f2bb076aec64f828efba3edd4b57bd9,9.0,ro:e5fd1234c8f54bcaad323fdceddac850
tf:84b68fb3a2e442619836726a167d0d86,3.0,ro:e5fd1234c8f54bcaad323fdceddac850
tf:02e2e0026873493cb45f940ca4409f61,7.0,ro:e5fd1234c8f54bcaad323fdceddac850
tf:db13cfc5a8824b5dadfa468762b5ee44,1.0,ro:e5fd1234c8f54bcaad323fdceddac850
tf:6c8012b1ea06405cae2a737e87ae9637,7.0,ro:e5fd1234c8f54bcaad323fdceddac850
tf:87752cc1cc804b1ab2acc6037159b66a,6.0,ro:eee24de170b4406599bb58904e6799c8
tf:1b44bfc076f9471792985a5b82742b3b,8.0,ro:eee24de170b4406599bb58904e6799c8
tf:848653753ddf41798d75e1b0e5da8d58,4.0,ro:eee24de170b4406599bb58904e6799c8
tf:1e3efda32f57416b8b4c404a83a11f98,1.0,ro:eee24de170b4406599bb58904e6799c8
